"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 16:25:08 GMT 2022","Mon Jun 27 16:25:09 GMT 2022","131","test_conduit","test_remek","TestConduit","","","test_list_popular_tags",""
"passed","Mon Jun 27 16:25:29 GMT 2022","Mon Jun 27 16:25:48 GMT 2022","19485","test_conduit","test_remek","TestConduit","","","test_import_articles",""
"passed","Mon Jun 27 16:24:57 GMT 2022","Mon Jun 27 16:24:59 GMT 2022","2296","test_conduit","test_remek","TestConduit","","","test_registration_invalid",""
"passed","Mon Jun 27 16:25:13 GMT 2022","Mon Jun 27 16:25:19 GMT 2022","6387","test_conduit","test_remek","TestConduit","","","test_page_navigation",""
"passed","Mon Jun 27 16:25:05 GMT 2022","Mon Jun 27 16:25:07 GMT 2022","2260","test_conduit","test_remek","TestConduit","","","test_sign_in",""
"passed","Mon Jun 27 16:26:16 GMT 2022","Mon Jun 27 16:26:19 GMT 2022","2313","test_conduit","test_remek","TestConduit","","","test_logout",""
"passed","Mon Jun 27 16:25:01 GMT 2022","Mon Jun 27 16:25:03 GMT 2022","2303","test_conduit","test_remek","TestConduit","","","test_registration_valid",""
"passed","Mon Jun 27 16:26:08 GMT 2022","Mon Jun 27 16:26:15 GMT 2022","6474","test_conduit","test_remek","TestConduit","","","test_name_change",""
"passed","Mon Jun 27 16:25:21 GMT 2022","Mon Jun 27 16:25:27 GMT 2022","6872","test_conduit","test_remek","TestConduit","","","test_adding_new_input",""
"passed","Mon Jun 27 16:25:50 GMT 2022","Mon Jun 27 16:26:07 GMT 2022","16832","test_conduit","test_remek","TestConduit","","","test_delete_article",""
"passed","Mon Jun 27 16:24:40 GMT 2022","Mon Jun 27 16:24:55 GMT 2022","15122","test_conduit","test_remek","TestConduit","","","test_cookie",""
"passed","Mon Jun 27 16:25:11 GMT 2022","Mon Jun 27 16:25:11 GMT 2022","132","test_conduit","test_remek","TestConduit","","","test_export_data",""
